PUBLICATION,EXTRACT_DATE,TYPE,SUB_ICB_LOCATION_CODE,ONS_SUB_ICB_LOCATION_CODE,CODE,POSTCODE,SEX,AGE,NUMBER_OF_PATIENTS,sub_icb_location_code,sub_icb_location_name,icb_location_name,icb_ons_code,region_name
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89004,DH5 9EZ,ALL,ALL,11576,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89005,SR2 8AX,ALL,ALL,5494,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89006,SR4 7XF,ALL,ALL,8005,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89007,SR4 7XF,ALL,ALL,10301,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89008,SR5 5PS,ALL,ALL,5244,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89009,DH4 4LE,ALL,ALL,9061,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89010,NE37 2PU,ALL,ALL,12397,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89011,SR3 2AN,ALL,ALL,4563,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89012,NE38 7NQ,ALL,ALL,10985,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89013,SR1 2QB,ALL,ALL,5092,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89015,SR6 8DZ,ALL,ALL,9115,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89016,SR6 0QQ,ALL,ALL,9049,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89017,SR4 7AF,ALL,ALL,14201,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89018,SR2 8JG,ALL,ALL,5053,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89019,SR5 2LT,ALL,ALL,14869,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89020,SR4 6QE,ALL,ALL,9339,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89021,DH4 5EQ,ALL,ALL,8318,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89022,NE37 2PU,ALL,ALL,5235,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89023,DH4 4DN,ALL,ALL,7998,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89024,SR3 4HG,ALL,ALL,6582,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89025,NE38 7NQ,ALL,ALL,10716,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89026,NE37 2PU,ALL,ALL,7410,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89027,SR3 4HG,ALL,ALL,6441,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89028,DH4 4RB,ALL,ALL,7177,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89030,DH4 4RW,ALL,ALL,6439,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89031,SR4 7XF,ALL,ALL,5447,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89032,SR3 2AN,ALL,ALL,9584,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89034,SR2 7BA,ALL,ALL,4007,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89035,SR2 0RX,ALL,ALL,9001,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89036,SR5 3EX,ALL,ALL,2180,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89040,SR6 0AB,ALL,ALL,4611,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89041,SR3 4BY,ALL,ALL,7524,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89614,SR4 0LS,ALL,ALL,4578,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89616,NE38 9EH,ALL,ALL,2337,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89617,NE38 9AB,ALL,ALL,3932,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,A89623,SR4 7TU,ALL,ALL,2796,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00P,E38000176,Y01262,SR4 7XF,ALL,ALL,25,00P,NHS North East and North Cumbria ICB - 00P,NHS North East and North Cumbria ICB,E54000050,North East and Yorkshire
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81005,BB1 6PH,ALL,ALL,11831,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81022,BB2 2SU,ALL,ALL,10643,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81051,BB3 1PY,ALL,ALL,13128,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81058,BB2 3HS,ALL,ALL,9664,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81061,BB2 1UW,ALL,ALL,4584,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81125,BB2 1AX,ALL,ALL,10042,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81140,BB3 1PY,ALL,ALL,15830,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81155,BB1 9BA,ALL,ALL,5406,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81167,BB1 1XA,ALL,ALL,5706,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81214,BB2 6PL,ALL,ALL,4260,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81622,BB1 6DY,ALL,ALL,10887,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81633,BB3 1BZ,ALL,ALL,3360,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81683,BB1 7EP,ALL,ALL,7552,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81694,BB2 1AX,ALL,ALL,5276,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81704,BB1 9SR,ALL,ALL,11328,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81707,BB1 1LX,ALL,ALL,5445,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81709,BB2 3UY,ALL,ALL,4995,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81721,BB3 1ET,ALL,ALL,2583,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81724,BB1 1SB,ALL,ALL,2477,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81734,BB1 2HR,ALL,ALL,19294,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,P81771,BB1 5ER,ALL,ALL,9544,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00Q,E38000014,Y02657,BB2 4QD,ALL,ALL,7839,00Q,NHS Lancashire and South Cumbria ICB - 00Q,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00R,E38000015,P81016,FY4 3AD,ALL,ALL,12181,00R,NHS Lancashire and South Cumbria ICB - 00R,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00R,E38000015,P81042,FY1 3JG,ALL,ALL,15444,00R,NHS Lancashire and South Cumbria ICB - 00R,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00R,E38000015,P81043,FY1 4NF,ALL,ALL,6022,00R,NHS Lancashire and South Cumbria ICB - 00R,NHS Lancashire and South Cumbria ICB,E54000048,North West
GP_PRAC_PAT_LIST,01-Aug-22,GP,00R,E38000015,P81054,FY3 9ES,ALL,ALL,9428,00R,NHS Lancashire and South Cumbria ICB - 00R,NHS Lancashire and South Cumbria ICB,E54000048,North West
